InitialSeparationM,OvertakingSpeedMPS,OncomingSpeedMPS,Success
85.3,28.3,9.7,True
86.5,27.6,23.9,False
142.1,42.2,8.8,True
138.3,25.5,9.6,True
103.2,31.2,12.5,True
84.1,25.9,26.8,False
60.8,25.5,2.9,True
145.6,42.1,10.2,True
98.2,26.7,11.5,True
64.5,40.9,14.4,True
65.3,35.7,25.4,False
162.7,31.5,5.5,True
81.5,35.8,20.8,False
117.6,44.4,4.6,True
199.1,42.4,8.1,True
141.6,43.0,17.4,True
80.7,43.9,8.2,True
64.1,37.5,22.3,True
62.7,25.6,6.6,True
126.1,39.1,29.3,True
110.3,35.2,8.6,False
160.9,32.9,20.7,False
169.5,32.2,2.3,False
78.0,37.5,21.4,True
130.6,32.9,0.0,True
198.4,41.5,29.6,True
152.1,29.0,21.3,True
131.6,43.9,19.4,True
175.0,26.8,28.1,True
109.4,31.4,6.5,True
139.4,41.8,29.3,False
168.3,31.8,5.0,False
165.4,27.7,12.6,False
53.0,27.8,24.0,True
139.4,38.9,29.6,True
62.6,43.2,16.0,False
69.2,29.7,14.4,True
84.4,38.0,14.9,True
56.6,31.0,3.0,True
90.7,34.5,23.8,True
189.8,36.6,17.9,False
154.2,41.4,19.5,True
66.0,34.7,7.9,True
194.7,40.8,13.6,True
189.5,43.0,12.8,True
179.9,30.3,0.3,True
165.6,33.1,4.0,True
137.2,36.2,7.2,True
174.5,34.7,9.3,True
86.7,29.0,27.9,False
106.2,43.3,12.6,True
139.8,36.2,28.6,False
164.1,42.8,5.8,True
61.1,37.4,19.0,True
87.8,34.7,15.8,True
149.5,36.2,29.8,True
132.7,44.7,5.2,True
107.2,36.2,27.3,True
94.8,32.9,14.6,True
138.3,38.4,19.9,True
60.2,27.8,26.8,False
61.5,37.6,11.4,True
198.0,38.8,24.6,True
74.8,42.1,24.2,True
151.6,43.8,23.7,True
197.4,29.8,22.2,False
161.2,35.8,23.8,False
184.4,35.7,6.3,True
123.9,38.4,3.0,True
129.6,25.2,23.0,False
61.7,27.0,10.1,False
50.2,39.0,23.1,False
107.4,27.5,20.2,False
165.1,29.7,24.0,True
190.8,42.4,18.9,True
181.2,25.4,16.2,True
100.4,33.5,17.1,True
194.1,27.9,26.4,False
152.6,40.3,23.5,True
60.4,34.6,26.8,True
158.2,40.3,24.8,False
107.3,29.5,8.8,True
95.4,39.9,23.9,False
108.6,35.1,24.4,True
195.7,27.7,3.0,True
90.6,38.8,18.8,False
125.2,25.3,2.5,True
79.7,39.3,15.7,True
197.8,29.9,9.2,True
98.6,38.9,15.4,True
186.5,39.5,24.5,False
186.6,41.2,0.8,False
70.2,27.7,11.7,True
198.5,42.8,21.5,False
109.3,31.3,1.4,True
160.1,28.1,20.0,True
112.8,34.2,25.9,False
178.2,38.4,21.8,True
100.1,41.7,22.6,False
155.2,33.0,2.6,True
154.2,31.6,8.6,False
153.0,31.8,9.6,True
128.2,34.5,14.7,False
130.5,34.4,24.3,True
89.2,42.3,21.9,True
68.3,42.1,3.5,True
197.4,34.4,0.6,True
148.3,32.4,12.5,True
83.8,38.2,19.4,True
180.2,32.7,4.3,False
136.0,37.1,11.7,True
122.5,36.0,9.0,True
140.9,39.4,7.9,False
143.1,38.2,9.4,True
76.9,43.5,13.3,True
190.5,31.0,21.8,False
115.1,44.9,26.6,True
157.4,43.9,26.0,True
179.7,44.7,16.7,False
169.8,25.7,3.1,False
171.3,38.0,18.2,True
149.9,27.0,5.5,False
99.0,41.8,8.2,True
127.4,41.3,10.6,False
55.8,41.3,20.7,False
137.0,29.7,3.7,False
183.7,42.5,7.6,True
105.3,41.8,1.0,True
184.0,27.2,29.7,False
127.7,38.8,10.7,True
139.8,41.8,18.5,True
103.3,40.5,7.7,True
81.1,31.8,18.2,True
122.4,36.8,10.9,True
143.5,28.7,6.5,True
148.9,43.4,1.3,True
70.0,44.0,14.7,True
140.2,41.3,0.1,True
55.8,36.8,18.0,True
118.5,44.4,1.0,True
153.0,39.5,28.2,True
166.2,38.2,0.4,True
91.4,25.2,25.5,True
155.6,29.1,14.6,True
186.5,29.9,4.9,False
125.9,41.7,12.2,True
132.2,41.9,10.7,True
77.3,39.5,12.4,True
116.3,44.1,21.8,True
100.9,35.2,13.4,True
133.5,31.0,2.9,True
153.1,31.2,26.6,False
198.1,32.3,23.8,True
143.6,37.9,26.3,True
193.9,28.0,13.8,True
196.6,33.4,11.2,True
125.8,25.6,8.5,True
142.0,30.8,8.6,True
175.6,31.4,26.1,True
157.1,30.9,16.7,True
159.3,42.5,3.8,True
92.9,39.5,15.5,True
104.9,44.5,21.9,False
180.5,43.5,14.4,True
150.4,26.4,22.4,True
123.6,42.9,24.5,False
139.8,25.1,4.9,False
91.4,43.4,27.0,True
61.0,28.1,9.2,True
186.1,32.4,3.5,True
174.1,36.0,18.4,True
135.0,42.5,18.3,True
144.8,37.6,12.1,True
96.0,27.2,13.6,True
52.8,26.4,24.8,True
89.7,35.2,8.4,True
185.5,41.8,21.0,False
135.2,31.0,13.8,True
142.8,33.4,9.3,True
67.4,32.1,0.6,True
74.4,35.2,10.9,True
143.9,25.3,29.1,True
168.2,41.0,6.3,False
85.4,34.9,29.7,False
154.9,37.0,23.6,True
161.3,39.3,8.2,True
158.1,41.4,18.2,True
189.8,32.3,7.8,True
172.9,31.9,3.2,True
123.8,35.3,14.5,True
120.8,36.9,6.6,True
192.2,38.0,21.9,True
191.2,36.3,18.6,True
95.8,25.5,6.4,True
73.2,41.4,8.2,True
154.8,42.0,24.4,True
64.2,31.0,19.5,True
176.6,33.2,8.6,True
68.4,38.2,3.8,True
77.6,25.3,14.9,False
96.3,44.7,20.4,False
166.8,32.0,10.7,False
192.4,25.9,15.4,False
170.3,33.8,5.5,True
168.3,43.1,26.2,False
97.6,38.4,21.8,True
124.3,40.9,18.9,True
195.6,40.8,19.6,True
174.3,35.7,27.7,True
172.4,34.6,20.2,False
186.4,37.4,15.9,False
64.1,42.9,20.7,False
164.4,27.6,2.8,True
94.3,25.7,18.2,True
96.1,34.4,17.1,True
101.9,36.9,15.7,True
177.2,30.7,9.0,True
76.0,35.2,9.5,True
133.7,32.0,23.3,False
178.2,44.7,15.5,True
96.3,38.8,19.8,False
163.4,30.2,22.2,False
107.3,25.2,11.5,False
191.0,25.0,22.3,False
140.0,30.3,11.1,True
162.4,39.0,21.9,False
193.0,42.7,2.9,True
93.7,28.5,13.4,True
157.7,34.2,25.7,True
162.1,32.3,27.5,True
163.3,26.7,24.7,True
110.7,28.4,10.4,True
58.4,39.7,4.2,True
118.8,42.2,5.5,True
66.5,34.9,11.9,False
146.9,36.4,10.0,True
126.1,29.1,16.3,False
198.9,32.3,23.9,False
158.2,40.6,22.6,False
97.6,41.9,12.3,True
142.9,40.5,19.7,True
137.3,43.1,0.8,True
192.8,25.7,15.4,True
169.2,35.5,22.7,True
159.4,36.3,26.9,False
96.4,27.1,26.5,False
119.2,34.3,4.4,True
131.4,32.7,2.2,True
141.0,35.0,5.3,False
67.2,40.6,13.5,True
162.2,25.7,29.0,False
83.7,41.5,2.6,True
60.4,28.9,26.1,True
153.9,27.5,23.8,False
61.0,44.3,12.1,True
50.5,40.3,28.3,False
166.2,38.7,23.0,False
182.9,38.7,26.3,False
83.9,37.9,14.5,True
62.9,33.8,16.1,True
135.6,30.1,21.6,True
169.6,25.8,9.7,True
181.1,26.1,26.7,False
118.3,35.7,5.1,True
103.7,31.0,9.9,True
84.6,32.4,26.2,False
130.5,34.7,27.9,False
186.4,40.7,8.2,True
50.4,41.0,23.8,False
97.9,41.7,15.0,True
189.5,34.2,27.7,True
164.7,35.5,6.3,True
65.0,33.7,10.4,True
148.4,28.8,23.4,False
130.6,32.9,12.7,True
154.8,30.2,21.7,True
151.7,34.0,23.6,False
145.1,31.2,19.3,True
81.8,32.2,0.5,True
152.0,34.8,9.0,True
166.8,42.7,9.7,True
62.2,36.7,24.6,False
181.1,41.7,13.3,False
130.6,43.2,7.4,True
58.4,44.6,2.1,True
143.3,40.2,24.4,False
159.9,28.0,21.2,True
79.6,42.7,25.1,False
116.5,34.2,9.0,True
175.6,42.3,28.4,True
84.9,25.9,22.1,True
193.4,28.6,30.0,False
82.1,41.7,10.5,True
170.3,35.4,17.3,False
166.0,43.1,7.7,True
135.4,37.5,21.5,False
184.8,41.5,22.4,True
147.9,38.6,14.9,True
57.0,25.3,24.9,False
154.3,33.5,11.1,True
129.6,37.2,11.5,True
127.0,39.4,13.2,True
81.2,34.4,28.7,True
131.9,41.7,3.2,True
196.5,29.6,28.6,False
158.8,38.8,21.5,True
50.9,40.0,7.6,True
114.9,26.7,20.6,False
119.0,26.1,15.2,True
176.0,36.5,1.4,True
155.7,32.7,16.4,True
105.4,26.9,7.0,False
149.3,27.3,25.1,True
158.9,39.8,29.3,True
138.3,31.9,29.1,True
68.3,26.9,11.5,True
170.0,34.7,14.5,True
157.4,29.2,16.7,True
185.0,41.0,27.0,True
166.7,37.9,1.4,True
146.4,28.9,22.8,True
175.7,42.4,12.1,True
137.1,28.3,19.0,False
195.9,43.7,14.1,True
112.3,40.0,9.2,True
70.4,41.2,15.5,True
125.5,41.0,14.4,True
157.4,31.1,15.1,True
118.3,41.2,4.6,False
106.1,32.4,7.4,True
140.9,31.4,4.1,False
97.3,34.5,15.3,True
106.9,41.9,22.1,False
79.1,34.1,13.7,False
123.9,43.3,21.4,False
82.4,38.8,7.2,False
76.8,36.9,28.9,True
153.1,42.3,2.7,True
187.8,25.6,14.6,False
175.5,26.4,10.6,True
172.6,44.0,1.2,True
194.6,31.3,15.8,True
174.3,37.2,28.7,True
118.8,28.8,27.2,False
168.2,27.1,14.6,True
64.7,27.5,7.5,True
139.8,26.1,22.6,False
99.2,30.9,13.9,False
116.2,31.6,25.5,True
107.1,37.3,28.8,True
195.8,28.8,2.4,True
173.0,26.6,23.7,True
185.2,34.0,17.5,True
129.6,44.8,14.3,True
195.9,28.6,6.3,True
186.5,30.6,24.6,True
53.1,39.3,4.0,True
52.8,33.4,21.1,False
163.2,30.5,2.1,True
133.7,40.9,3.2,False
112.0,38.0,21.7,True
54.1,38.6,16.0,True
107.4,44.8,12.6,True
141.2,35.4,28.2,False
65.5,29.1,26.6,False
194.6,44.2,15.0,True
79.3,29.4,0.2,True
55.2,33.6,20.1,False
109.5,31.2,19.1,True
86.8,38.1,4.0,True
193.9,26.1,16.8,True
158.7,43.3,0.6,True
70.4,30.1,9.6,True
71.9,26.3,12.7,True
186.8,44.9,0.2,True
198.2,31.6,2.1,True
51.9,40.0,7.0,True
90.2,30.7,22.5,True
184.4,27.5,10.6,True
102.2,35.1,6.3,True
169.1,29.6,12.0,True
195.8,39.4,0.2,True
173.4,26.8,25.0,False
53.1,27.8,27.8,True
193.4,35.6,27.2,False
137.3,32.2,10.6,True
57.9,44.3,9.2,True
163.8,25.2,0.0,False
90.9,29.1,14.4,True
128.4,28.7,10.8,True
166.3,29.4,13.7,True
135.3,33.0,0.3,False
162.5,34.4,16.2,True
75.4,41.4,18.0,False
122.8,44.2,29.1,True
144.2,37.1,5.8,True
196.7,33.8,22.2,False
95.2,34.0,22.4,False
140.9,29.3,18.8,True
93.7,29.2,13.1,True
180.9,29.0,8.7,True
101.8,36.0,20.2,False
103.0,43.7,25.4,True
67.0,43.5,7.4,True
148.3,31.9,4.6,True
168.2,31.0,7.2,True
168.7,35.0,2.9,True
123.7,28.3,26.5,False
149.6,32.9,10.4,True
94.6,30.1,7.1,False
185.7,42.8,13.2,True
194.5,26.0,6.4,True
156.4,40.4,6.2,False
197.6,37.3,13.6,True
51.1,28.7,20.8,True
151.5,40.0,0.5,True
85.3,32.2,1.7,False
160.8,40.7,4.5,True
74.2,29.9,21.3,True
139.4,41.5,25.1,False
167.5,35.8,5.5,True
155.8,36.8,24.7,False
59.0,30.9,18.9,True
119.4,32.8,6.9,True
71.1,25.0,20.0,True
137.2,40.6,22.3,False
147.1,31.0,3.3,True
153.3,43.5,10.4,True
122.3,39.8,20.1,True
103.5,25.4,0.2,True
123.8,34.2,8.6,True
78.6,27.2,6.4,True
101.8,39.2,18.8,False
100.9,36.7,21.6,False
73.6,43.5,27.1,True
129.3,37.0,18.2,False
59.3,32.5,10.3,True
52.3,25.0,5.2,False
107.5,38.0,14.3,False
169.9,25.8,19.8,True
84.3,28.0,18.9,True
137.0,34.1,17.4,True
109.4,29.3,26.0,False
138.5,25.6,11.9,False
134.6,34.9,1.1,True
118.2,33.1,7.6,True
61.3,43.0,0.2,True
129.3,36.3,28.5,True
180.0,41.8,8.4,True
172.9,43.3,2.3,False
165.0,26.4,26.9,True
175.7,44.4,5.6,False
169.7,27.7,29.4,False
189.0,36.0,14.2,True
108.8,27.4,1.2,True
157.7,44.2,13.0,True
100.3,28.7,25.7,False
124.2,34.5,0.3,True
191.2,30.6,22.6,False
61.4,36.5,0.4,True
104.6,39.0,10.1,False
93.8,29.4,15.7,True
148.7,31.3,29.8,False
110.5,43.3,21.1,True
77.3,40.6,13.0,True
68.1,27.4,19.5,False
167.2,36.2,11.1,True
145.8,29.8,6.8,True
96.4,29.0,10.7,True
104.7,31.7,12.9,True
179.5,37.1,23.7,False
57.4,31.0,18.3,False
182.0,28.6,19.6,True
108.8,44.4,13.4,True
152.9,32.8,17.6,True
127.1,25.4,11.6,False
88.6,32.2,16.3,True
196.3,41.2,14.6,False
174.4,29.8,20.2,True
130.1,41.7,7.4,False
172.4,28.5,14.7,False
117.7,32.6,3.9,True
198.8,31.3,9.9,True
167.0,38.0,16.0,True
171.5,35.6,18.3,False
189.3,30.3,11.6,True
140.0,39.9,4.7,True
141.8,29.6,28.7,True
142.0,38.0,8.8,True
178.5,41.5,2.2,True
196.8,36.6,2.1,True
124.3,27.9,27.5,True
175.8,27.6,1.9,True
57.5,42.4,18.3,True
142.8,25.2,0.6,True
101.8,30.6,2.8,True
68.4,27.6,27.7,True
58.1,38.4,6.1,True
179.9,30.2,14.6,True
169.5,30.5,20.7,False
194.1,37.4,11.3,True
146.9,37.3,4.3,True
184.8,39.4,11.0,True
118.4,39.1,23.6,False
63.7,36.0,1.2,True
115.5,32.2,10.6,True
163.9,37.4,11.2,True
118.7,30.6,16.7,True
182.2,27.9,1.8,True
53.9,33.8,7.9,True
86.9,31.5,18.3,True
109.2,33.6,15.6,False
111.8,44.6,24.0,False
181.7,37.6,16.1,True
61.6,43.2,17.4,True
190.2,26.7,7.8,True
151.8,34.6,25.5,False
98.3,35.7,18.1,False
180.8,25.3,24.0,False
51.7,39.3,19.4,True
108.0,29.9,21.2,False
51.6,30.7,1.8,True
116.8,34.2,15.8,True
82.0,42.8,20.7,False
100.4,44.4,3.1,True
99.2,25.4,27.9,False
184.4,41.5,21.4,True
63.0,32.9,8.5,True
111.9,34.5,25.1,False
71.8,41.3,29.4,True
168.4,42.4,0.6,True
123.4,27.3,19.4,True
173.2,42.5,5.4,True
103.6,43.3,11.5,True
161.0,26.9,10.7,True
81.5,36.4,8.2,True
76.5,37.8,12.2,True
183.4,37.9,19.9,True
50.1,45.0,6.6,False
176.0,29.7,18.8,True
65.4,37.9,25.7,True
133.9,42.8,5.5,True
75.6,31.1,22.8,True
101.0,33.2,18.7,True
143.2,25.0,24.7,True
62.9,42.1,17.4,True
65.4,28.7,8.9,True
123.0,33.5,15.0,True
139.5,39.3,15.0,True
180.5,36.8,10.8,True
109.7,43.8,17.7,False
97.5,43.0,9.4,True
164.3,40.3,12.6,True
77.2,30.1,22.1,False
172.2,39.3,20.5,False
192.2,26.6,10.8,False
184.1,28.2,7.3,False
112.9,42.9,28.6,False
118.6,27.4,12.1,True
95.6,38.5,2.3,False
122.0,26.2,5.9,True
115.2,30.0,22.3,False
89.0,26.7,25.6,True
162.9,32.5,28.1,True
129.5,37.6,4.1,False
181.5,42.9,27.1,False
182.3,37.5,2.4,True
54.1,39.5,0.5,True
139.9,36.4,15.2,True
156.5,26.5,26.7,False
58.9,43.2,22.4,True
66.6,30.4,24.5,False
86.3,43.9,7.2,True
89.5,33.3,24.9,True
146.3,40.3,23.1,True
62.0,28.0,11.7,True
141.5,28.5,29.5,True
121.3,30.7,16.4,True
99.4,42.5,3.7,False
54.8,36.5,13.9,True
170.5,41.8,20.0,True
84.9,29.2,26.3,False
71.8,27.4,25.0,False
158.7,36.5,9.3,True
174.7,35.9,28.6,False
72.8,31.7,6.9,False
76.1,26.2,0.1,True
65.7,40.9,10.3,True
67.7,32.8,8.7,False
132.5,43.8,2.8,True
151.0,44.4,28.6,False
143.6,39.6,18.1,False
76.6,38.5,25.4,False
144.6,25.4,6.2,False
95.2,36.7,21.2,False
164.9,40.7,23.9,False
177.7,32.9,13.4,True
80.8,34.2,6.0,True
172.0,41.5,2.9,False
167.6,29.8,12.7,True
50.1,28.2,17.1,True
67.6,31.9,29.1,False
103.5,39.3,18.7,True
132.0,38.9,29.4,True
136.0,26.1,6.5,False
127.8,39.3,24.6,True
161.4,33.8,3.9,True
67.8,32.4,3.6,True
156.6,41.8,24.7,True
149.3,39.3,12.4,True
58.4,33.1,0.2,True
171.0,32.3,17.9,True
62.1,33.6,5.1,True
114.4,26.0,15.8,False
119.8,27.2,12.4,True
133.1,43.1,22.6,True
179.6,43.7,18.4,True
180.2,27.4,8.2,True
133.9,28.7,16.1,False
116.9,37.2,9.6,False
103.0,43.8,4.5,True
125.4,30.8,26.6,False
178.1,31.4,22.7,False
197.5,31.6,14.9,False
102.9,39.4,0.2,True
161.5,29.4,28.9,True
66.1,40.5,7.2,True
133.8,33.8,19.1,True
146.5,28.8,13.1,True
76.5,40.0,3.8,True
197.5,38.4,0.6,True
195.6,35.6,4.2,True
151.8,29.5,25.6,True
155.0,29.4,5.3,True
192.6,43.6,9.6,True
73.3,33.5,17.8,True
126.3,31.4,25.5,False
75.2,35.7,10.4,True
193.1,38.8,25.4,False
134.2,25.7,19.2,True
75.7,42.1,13.5,True
109.2,39.6,14.9,True
182.6,33.0,5.4,False
139.3,26.9,4.9,False
98.7,29.8,27.0,False
177.3,38.5,5.1,False
55.8,41.0,8.5,False
89.7,42.2,21.6,True
50.7,42.7,4.0,True
174.2,34.0,27.6,True
171.9,42.8,6.5,True
183.1,28.1,7.2,True
153.8,32.8,23.9,True
91.3,27.6,20.4,True
131.1,39.2,29.5,True
129.1,35.6,22.7,False
58.6,40.4,12.2,True
194.3,26.6,13.0,True
83.1,29.5,15.9,True
109.7,27.9,14.7,False
164.8,28.1,8.9,True
95.2,36.5,7.2,True
74.1,40.4,22.5,False
169.2,33.6,9.8,True
144.8,30.7,3.8,True
117.8,35.5,4.3,True
97.4,43.2,23.8,False
186.5,42.7,5.5,True
194.5,43.0,14.2,True
114.0,25.5,9.9,True
128.2,32.5,9.3,True
82.4,35.7,11.6,True
143.2,33.9,8.8,True
154.8,36.9,10.2,True
54.1,40.1,23.2,True
70.5,38.3,21.2,False
177.7,31.7,3.7,True
95.9,40.7,8.9,True
107.8,34.8,14.7,True
138.0,32.9,20.1,False
107.4,43.3,17.1,True
54.4,33.7,23.2,True
126.3,41.0,7.7,True
112.4,26.4,10.7,True
84.4,40.0,12.7,True
178.9,35.4,4.0,True
182.2,32.0,0.2,True
130.4,41.3,28.8,True
191.5,26.7,26.2,False
147.1,39.7,9.0,True
128.3,39.7,2.3,True
142.3,41.9,13.5,False
190.2,39.0,15.7,True
156.1,25.7,25.6,False
170.7,33.7,1.5,True
126.9,29.5,8.6,True
67.4,36.6,6.7,True
146.2,33.1,13.2,True
102.1,38.9,4.9,True
50.7,40.5,17.0,True
175.3,34.5,24.8,True
54.4,28.3,9.3,True
82.8,37.7,29.3,True
54.8,39.6,14.8,False
103.6,25.7,20.3,True
88.9,25.4,11.5,True
138.4,34.8,9.5,True
86.9,36.5,21.5,False
120.0,25.8,27.1,True
90.0,28.4,18.1,True
62.6,32.6,2.0,True
61.1,34.5,10.9,True
168.5,38.2,21.0,False
56.8,30.8,27.0,False
57.5,26.7,11.0,True
154.7,38.9,12.4,True
94.1,26.6,16.3,True
73.7,44.5,17.1,True
147.0,43.7,3.8,False
118.8,37.8,6.7,False
187.6,33.8,18.4,True
165.6,36.2,17.2,True
95.4,41.9,26.2,False
192.3,37.7,25.9,True
104.9,38.9,20.5,True
53.4,29.7,7.0,True
125.5,31.3,27.6,True
109.2,28.7,12.0,True
105.8,37.6,26.3,True
133.0,37.1,24.8,False
162.5,37.5,11.8,True
103.2,31.6,7.6,True
80.1,42.1,7.5,False
117.3,35.1,2.4,False
158.4,28.7,4.0,True
175.4,33.2,23.9,True
163.8,30.3,6.4,True
109.5,39.5,9.7,True
172.3,31.0,18.8,False
92.1,43.4,29.4,True
163.8,41.1,19.2,True
165.7,44.4,20.2,True
174.9,29.0,17.0,True
117.0,29.3,28.2,False
166.7,29.2,27.9,True
78.8,37.8,15.3,True
115.5,37.2,19.8,False
98.4,44.7,4.9,True
176.6,28.3,24.3,False
155.1,41.3,20.5,False
191.9,35.3,4.8,True
182.1,28.0,28.3,False
97.8,29.2,17.6,True
88.1,27.3,25.5,False
142.6,31.7,22.2,True
123.4,27.3,10.5,True
192.8,40.2,5.7,True
121.6,26.5,1.4,True
110.5,30.7,2.5,True
195.6,29.5,25.2,False
100.5,28.7,3.4,True
85.7,39.4,27.8,False
116.9,28.7,18.7,False
104.2,25.5,19.0,True
120.1,35.1,14.6,True
112.0,30.2,17.1,True
85.4,44.0,29.9,False
79.5,29.2,18.1,True
90.0,33.0,27.1,True
70.6,28.9,2.6,False
59.3,33.3,12.6,False
73.0,30.9,27.9,True
125.1,31.3,6.9,True
197.2,41.9,6.1,True
159.9,41.8,0.9,True
150.1,29.9,28.9,False
149.4,29.7,7.7,True
192.3,27.3,26.7,False
129.9,33.5,16.7,True
122.9,35.4,22.9,True
96.8,42.3,25.6,False
93.3,33.2,8.4,True
137.2,39.2,6.4,True
55.4,35.6,12.4,True
187.6,41.2,16.1,True
194.1,44.6,22.8,False
104.0,36.6,6.9,False
71.1,33.5,14.9,True
107.0,26.4,21.9,False
67.8,36.8,7.9,True
88.3,43.8,6.7,False
99.4,41.2,9.8,False
144.0,28.4,1.3,True
92.1,31.1,14.4,True
109.6,27.1,17.4,True
84.6,29.2,7.9,False
148.0,33.6,25.1,True
90.1,42.0,18.7,True
159.6,34.4,6.8,True
116.8,31.9,1.2,True
107.2,44.7,25.2,False
122.8,35.8,8.9,True
157.1,41.0,2.7,True
52.1,42.8,1.1,True
183.8,35.4,25.5,True
147.9,25.5,0.1,True
121.4,41.9,19.5,True
133.3,42.6,1.6,True
55.8,36.7,19.8,True
96.0,25.5,15.5,True
65.7,37.3,25.7,False
163.2,36.8,1.3,True
143.1,31.3,26.1,False
175.9,37.1,26.6,False
86.4,44.7,8.1,True
96.5,33.9,3.3,True
112.6,34.0,22.1,True
182.4,34.8,19.3,False
156.8,38.3,2.1,False
130.6,26.7,5.6,False
95.6,42.0,16.9,True
183.3,32.9,21.5,True
194.0,31.2,7.8,False
133.4,29.8,23.6,True
67.2,32.9,2.6,True
119.5,34.3,24.7,False
148.2,40.6,0.7,True
110.6,37.1,10.4,True
74.9,26.7,14.9,False
