InitialSeparationM,OvertakingSpeedMPS,OncomingSpeedMPS,Success
69.3,27.3,4.0,False
105.3,27.5,4.4,True
37.2,28.6,4.1,True
13.1,23.5,24.0,False
57.4,23.6,18.8,True
125.4,24.8,16.5,True
28.7,24.6,2.2,True
15.6,22.0,21.9,False
35.9,26.0,18.2,True
95.2,30.4,19.6,False
57.4,20.0,23.8,True
33.8,21.7,29.3,True
21.2,36.0,10.9,True
36.2,29.5,12.9,True
30.9,37.7,17.1,False
111.3,38.4,6.7,True
56.8,25.3,26.2,False
24.7,30.6,3.9,False
26.0,26.3,20.5,False
57.3,22.4,27.6,False
98.7,23.4,13.8,True
90.9,39.3,11.0,True
58.6,21.7,13.3,True
76.3,32.2,27.4,False
25.5,38.6,6.5,True
11.8,20.8,25.1,True
109.1,22.8,20.1,False
129.9,29.3,26.4,False
48.9,28.6,29.5,True
31.3,22.5,20.8,True
78.6,37.9,20.7,True
62.0,25.1,8.7,True
8.7,28.3,27.7,True
138.9,22.8,26.1,False
144.3,35.7,8.0,True
6.8,36.8,11.9,True
85.0,36.7,5.8,False
83.8,33.4,1.4,False
26.9,38.0,25.0,True
25.6,20.4,17.8,False
21.2,20.9,28.5,True
88.6,38.3,3.9,True
68.2,27.7,7.9,False
55.5,21.8,14.4,False
59.2,30.5,5.6,False
32.0,20.1,8.7,False
56.5,20.6,7.9,False
62.2,20.3,4.2,False
49.2,39.4,11.8,False
138.1,27.9,4.5,False
131.9,34.4,27.7,True
108.4,23.6,1.2,False
63.7,29.7,28.5,False
36.1,38.0,23.3,True
78.2,28.1,26.4,False
37.8,21.6,28.8,True
106.3,30.0,17.2,True
65.2,27.1,8.6,True
7.4,35.3,18.0,False
133.2,31.8,13.8,False
53.1,22.6,28.9,False
89.2,32.9,13.9,True
28.3,32.4,14.3,False
149.0,30.4,27.1,False
48.2,24.1,10.8,False
132.5,34.2,5.7,False
26.8,20.7,13.6,False
128.0,33.3,25.8,True
133.4,39.4,26.7,True
115.4,33.8,28.0,True
29.7,23.2,5.9,False
91.3,20.9,4.0,False
34.7,33.5,25.8,False
64.6,21.5,6.6,False
124.8,32.0,14.4,False
41.4,32.4,10.2,True
3.2,37.9,23.3,False
5.1,28.4,19.2,False
10.3,32.9,26.1,False
54.1,25.3,13.2,True
0.4,25.1,23.1,True
114.1,24.1,27.1,False
82.8,34.1,26.4,True
6.1,30.1,18.2,False
91.3,36.7,27.6,False
101.1,22.3,14.0,True
69.3,31.8,11.2,True
149.9,23.0,3.1,False
142.8,29.9,19.0,True
69.2,28.6,3.1,True
128.6,30.1,19.3,False
46.8,27.5,5.9,False
37.2,31.8,5.5,True
0.7,24.8,6.8,False
111.8,26.9,8.5,True
115.2,28.5,12.0,False
84.6,29.7,9.6,True
23.8,31.1,18.1,True
98.5,31.8,17.8,True
47.3,37.7,27.4,False
76.8,34.3,6.4,True
48.0,27.3,13.5,True
101.4,27.0,3.0,True
2.0,35.4,9.0,False
3.9,33.9,6.7,True
67.5,24.6,19.9,True
24.5,33.8,21.5,True
107.0,34.0,25.7,False
39.2,39.2,24.4,True
113.2,23.2,6.0,False
112.1,20.8,29.3,True
140.6,30.6,7.0,False
93.7,24.0,28.6,True
92.5,27.7,3.4,True
126.5,32.3,27.8,False
27.5,25.9,11.7,True
35.2,37.3,27.8,False
33.3,33.8,7.7,True
9.2,38.4,17.5,True
113.3,24.5,21.2,True
61.3,27.2,12.7,True
86.4,28.9,17.9,True
57.4,22.1,22.7,False
17.1,38.0,0.6,False
43.6,36.2,17.6,True
17.3,21.4,27.7,True
7.0,29.7,27.1,False
41.7,39.9,16.4,True
80.5,24.9,23.9,True
97.1,32.2,22.6,False
137.7,39.3,19.3,True
33.0,39.9,17.8,False
11.9,25.3,14.3,False
144.4,37.9,15.6,False
37.9,32.0,28.4,False
0.5,30.9,10.5,True
121.9,33.0,5.6,False
110.7,39.1,20.1,False
81.4,20.1,6.0,True
85.1,39.3,12.3,True
137.3,38.6,24.2,False
21.7,24.4,8.8,True
74.3,28.1,7.7,False
15.9,22.7,2.6,False
48.9,39.5,28.3,True
8.7,29.4,20.0,False
139.2,21.9,27.8,True
141.4,37.7,14.6,True
91.7,38.3,11.4,False
118.0,25.0,19.1,False
100.0,29.3,20.3,True
61.0,32.9,14.5,False
43.7,20.3,10.9,False
135.1,21.3,28.1,False
19.6,37.9,1.2,False
121.1,26.6,21.6,False
92.2,26.3,15.8,False
52.1,34.4,21.3,False
56.6,25.8,6.6,False
131.1,25.9,0.5,False
77.3,30.4,23.2,True
12.5,24.7,0.8,False
66.9,34.8,14.9,True
74.3,31.1,18.7,True
52.4,33.3,20.7,True
144.7,24.0,17.3,True
119.8,37.3,21.7,True
74.2,23.0,5.1,False
24.6,26.9,21.8,False
139.4,32.2,8.3,False
109.5,34.5,17.3,False
115.9,31.0,5.4,True
56.9,33.2,28.4,False
113.9,28.3,13.6,True
57.6,27.9,24.5,False
71.0,39.8,13.2,False
86.0,35.8,15.5,False
88.0,36.2,22.9,True
1.2,27.0,11.4,True
81.2,39.1,19.4,False
10.0,22.9,10.7,True
90.7,30.7,17.2,True
143.8,20.9,11.3,True
115.5,25.1,22.3,True
132.4,39.8,29.0,True
54.7,22.2,25.1,True
147.7,31.4,17.0,True
28.4,31.5,13.4,True
67.9,21.3,29.4,True
131.9,38.7,24.4,True
34.0,39.4,17.2,False
34.8,36.0,8.4,False
136.3,33.6,17.5,False
104.3,20.8,9.3,False
99.5,33.1,5.2,False
118.3,31.9,1.6,True
88.7,23.8,21.1,False
70.5,36.7,14.3,False
30.0,25.7,27.8,True
113.4,27.6,16.4,True
28.5,35.5,25.1,False
0.0,39.2,14.4,True
116.1,29.3,15.9,False
82.6,24.9,28.4,False
101.1,21.3,13.8,False
95.8,26.2,5.4,True
29.1,20.3,26.1,False
112.6,30.4,1.9,False
22.2,36.9,13.2,True
50.2,22.2,28.2,True
22.9,39.7,9.0,False
138.3,23.3,11.7,True
40.9,35.9,16.4,True
39.6,26.8,20.3,True
101.9,31.9,20.0,False
72.7,28.1,9.8,True
49.4,34.0,8.0,False
1.6,39.8,2.1,True
37.2,34.3,25.9,True
5.7,28.1,8.1,True
8.8,29.0,3.4,True
30.8,39.2,0.4,True
86.0,30.8,24.0,False
105.8,31.5,28.2,True
38.5,39.3,26.8,True
131.2,36.9,1.4,True
47.3,29.0,10.4,False
100.4,22.3,19.8,True
137.1,20.4,13.7,True
24.1,29.1,19.1,False
6.6,34.6,27.4,False
133.1,37.9,5.7,True
131.4,22.4,15.1,True
47.9,22.1,26.5,False
62.9,21.9,8.4,True
99.9,24.4,16.3,False
105.2,33.3,13.9,False
91.4,24.0,13.1,True
116.9,36.7,3.4,False
40.5,22.7,20.8,True
126.2,29.7,22.7,False
103.9,20.3,20.9,False
134.5,37.0,18.0,True
129.9,29.1,11.2,False
57.1,37.1,7.2,True
80.4,33.9,4.5,False
4.5,27.6,12.3,True
113.6,30.5,1.9,True
6.9,33.1,8.8,False
144.7,35.0,25.8,False
15.5,23.4,5.8,False
105.5,36.3,6.6,True
103.5,20.9,11.7,False
41.8,32.6,4.0,True
135.9,38.7,29.7,False
139.4,26.1,28.2,False
13.2,27.9,12.0,False
24.5,22.4,6.7,False
19.1,38.4,27.3,False
147.2,29.7,15.5,False
12.8,24.4,14.9,True
56.2,20.4,23.9,True
56.7,20.8,20.6,False
136.9,36.3,7.0,True
81.4,33.2,20.5,False
127.5,34.5,26.1,True
103.6,26.8,1.5,True
128.9,30.7,3.4,False
26.1,22.9,13.8,False
107.1,28.3,10.8,False
42.9,34.4,18.9,False
47.3,37.4,8.5,False
64.1,27.7,19.2,True
149.3,23.6,3.4,True
45.1,28.0,19.2,True
47.8,33.8,26.7,True
66.0,24.4,19.0,False
79.8,22.2,24.3,False
38.7,24.8,2.1,True
96.8,30.4,23.3,False
21.4,20.7,15.9,False
16.0,23.3,28.6,False
2.4,26.2,14.2,False
96.2,38.7,11.8,True
142.7,29.9,25.0,True
71.6,38.9,5.7,True
99.0,36.1,13.9,True
108.4,36.3,3.8,False
121.7,20.1,25.1,False
81.6,22.3,16.6,True
45.4,21.0,7.3,True
77.9,30.0,3.4,False
147.6,33.7,13.4,False
35.8,20.4,28.7,False
66.9,36.5,17.0,False
113.1,33.9,25.9,True
66.8,37.0,8.5,False
7.6,25.4,4.6,True
131.4,33.5,4.7,True
120.5,26.3,17.8,True
11.7,36.9,22.3,False
95.7,32.2,16.1,False
137.0,25.7,5.9,False
101.2,24.5,9.2,False
107.2,38.6,29.3,True
21.9,36.1,6.0,False
97.0,39.4,23.6,False
74.4,24.0,27.5,True
91.6,29.0,13.2,True
65.4,29.7,12.4,True
97.6,39.1,27.6,True
91.1,28.2,21.0,False
124.2,22.8,28.7,False
127.0,37.5,3.4,True
101.0,37.5,28.7,False
9.7,38.3,0.8,True
107.2,22.6,5.6,True
34.4,20.9,27.9,True
12.3,26.7,16.3,True
52.7,27.2,13.5,True
93.5,23.3,12.3,False
101.7,20.6,25.7,False
113.6,21.8,14.8,True
84.5,22.5,27.7,False
15.3,21.6,11.4,True
57.5,39.3,13.3,False
148.4,26.7,1.1,False
63.5,23.0,24.3,False
139.9,33.5,6.4,False
58.0,26.8,26.0,True
143.4,22.9,20.6,True
133.9,33.4,6.7,True
69.8,33.9,6.4,False
108.1,26.7,21.5,True
13.4,30.3,5.8,True
110.7,29.7,17.5,True
100.5,23.8,7.8,True
21.9,33.9,24.0,False
91.1,23.9,10.0,False
123.6,32.4,16.1,True
139.5,39.2,28.6,False
4.1,21.8,5.0,False
111.5,33.0,17.4,False
101.9,31.1,4.2,False
50.0,26.8,16.0,True
93.6,33.5,2.2,False
18.3,35.3,7.9,False
99.9,34.8,24.6,True
113.1,36.9,21.8,False
35.8,22.0,29.0,True
81.0,29.1,4.9,False
22.4,38.8,2.6,False
143.0,24.8,13.5,False
69.7,37.3,18.6,True
6.2,29.0,2.4,False
89.7,33.1,8.0,True
73.8,28.6,14.9,False
65.2,36.6,9.5,True
70.5,30.8,25.3,False
28.8,20.2,19.5,False
116.8,23.6,21.0,True
36.1,21.6,11.3,True
104.4,34.9,1.0,True
26.2,32.0,11.1,False
82.2,24.9,10.2,False
24.0,28.8,10.5,True
67.5,33.7,13.4,False
77.4,31.5,23.0,False
95.9,29.2,8.0,True
88.7,39.8,16.8,True
147.7,39.4,18.0,True
37.9,23.5,7.8,True
95.3,35.7,25.7,False
21.2,39.7,23.0,False
34.6,23.3,5.5,False
51.7,37.9,10.9,False
22.6,30.5,4.5,False
145.2,22.8,29.9,False
16.1,35.0,4.2,True
110.6,33.5,13.3,True
91.0,38.4,28.8,False
90.7,20.6,14.1,True
137.5,28.7,11.9,False
19.3,28.0,13.9,False
55.9,34.5,2.9,False
141.9,24.9,29.5,False
119.5,28.7,1.2,True
139.1,31.4,14.7,False
48.7,20.6,10.5,True
53.8,23.1,21.5,True
140.6,36.5,13.7,True
108.9,23.5,21.1,False
29.1,37.8,9.1,True
90.7,22.4,17.0,False
126.4,27.4,3.5,False
9.9,34.9,5.2,False
109.8,39.8,17.3,False
93.2,34.0,15.9,True
113.0,31.5,25.2,True
124.7,21.5,3.4,True
45.7,33.3,0.8,True
120.7,36.3,3.2,False
123.4,26.4,14.7,True
146.6,38.2,29.3,False
16.2,28.4,8.3,True
131.2,20.8,28.5,True
110.2,36.2,15.5,False
129.5,35.3,7.7,True
105.4,24.5,6.9,False
65.2,22.6,22.6,True
18.6,31.8,12.1,False
11.1,35.1,12.6,False
121.5,39.1,20.6,True
85.1,35.4,10.5,False
141.2,30.4,20.4,False
74.2,34.5,14.8,True
96.8,22.8,14.8,False
132.5,21.6,23.3,False
92.4,40.0,5.4,False
78.8,26.5,12.1,False
13.3,21.6,5.8,True
49.9,34.3,10.3,False
112.7,21.2,5.9,False
59.7,20.7,29.8,True
38.9,31.0,5.4,True
139.1,25.8,2.5,False
109.7,23.9,14.3,False
71.7,28.2,16.9,False
103.6,34.5,9.6,False
6.1,38.2,16.2,False
118.8,27.2,23.0,False
90.8,35.2,16.5,False
51.4,38.4,26.3,False
88.1,29.4,9.3,True
37.6,21.7,1.3,True
74.8,20.6,2.5,False
126.7,29.2,25.4,False
42.0,35.1,18.5,True
43.7,24.6,3.5,True
112.0,20.9,27.4,True
25.8,29.8,23.0,False
135.9,32.6,9.8,False
30.1,25.3,15.2,True
60.3,37.9,12.0,False
42.8,22.7,1.5,False
44.8,38.5,2.5,False
22.3,32.3,16.7,False
60.5,26.0,28.4,False
17.2,38.5,14.2,True
7.4,22.5,13.7,True
97.1,34.2,16.4,True
114.5,39.2,21.5,False
101.8,30.3,10.7,False
48.8,30.7,4.1,True
88.4,34.6,25.1,True
95.4,39.7,28.1,False
22.7,38.7,28.8,False
148.1,37.7,7.6,False
136.7,38.4,5.6,False
63.8,26.6,9.4,True
12.5,34.3,8.2,True
98.2,26.6,15.6,False
16.2,28.3,19.1,False
141.1,37.8,9.0,True
41.4,22.0,7.8,False
61.8,24.8,6.2,False
45.9,23.2,2.1,False
18.6,27.5,24.1,False
49.3,21.4,2.5,True
122.2,25.4,29.2,True
75.8,37.6,5.5,True
61.4,31.6,29.8,True
105.8,27.1,4.8,False
141.0,22.0,1.5,False
46.0,25.0,11.8,False
46.8,22.4,5.8,True
105.4,28.2,12.8,False
52.6,30.9,14.8,True
30.9,32.4,3.7,True
118.2,31.6,22.9,False
33.3,36.9,16.0,False
6.2,38.0,0.9,False
71.7,36.4,11.5,True
104.6,21.3,13.3,False
79.7,24.0,21.4,False
120.9,25.4,26.1,False
5.2,34.0,5.2,False
65.6,28.3,28.4,True
73.1,27.1,9.6,True
99.1,39.4,0.1,False
129.4,24.5,3.7,True
80.9,31.2,18.9,False
38.6,24.0,7.3,False
55.0,38.8,23.4,False
27.3,24.5,3.4,True
109.9,24.2,15.8,True
85.5,39.3,0.6,True
119.0,21.5,16.1,False
140.4,28.8,14.0,True
131.7,32.0,11.8,True
39.0,33.6,6.7,False
32.8,37.4,21.1,False
60.7,28.0,24.8,True
29.2,36.4,11.9,True
35.4,27.9,12.0,True
123.3,34.9,7.2,False
13.6,27.6,26.9,True
92.6,25.9,0.1,False
120.5,22.8,24.1,True
80.1,23.8,10.7,False
128.6,23.7,20.2,True
103.2,30.8,13.9,True
93.5,32.9,10.1,False
9.3,37.2,16.0,False
145.9,24.2,16.7,False
51.6,29.3,18.3,True
105.8,30.2,6.5,False
84.4,33.6,13.4,True
46.1,28.2,3.6,True
145.9,38.0,24.3,True
37.0,22.2,23.4,True
86.3,34.3,26.8,True
90.9,22.4,10.9,True
129.8,27.4,29.6,False
74.5,28.5,15.8,True
141.7,31.0,9.2,True
95.6,25.3,24.4,True
117.6,26.5,12.5,False
129.6,36.0,20.3,False
70.4,20.3,26.2,True
75.5,38.1,18.0,True
11.1,30.3,13.9,False
119.9,23.0,10.8,True
51.0,32.0,5.9,False
4.2,34.5,6.5,True
123.7,25.8,17.0,False
40.5,33.8,12.7,True
55.0,20.4,25.6,True
18.7,20.8,12.8,False
56.2,37.7,6.2,False
66.2,37.6,8.6,True
32.3,23.8,9.7,True
16.3,21.5,3.3,False
85.5,30.1,27.1,True
34.6,30.7,15.0,True
78.8,28.7,19.8,True
12.5,32.3,28.1,True
42.1,27.5,4.2,False
115.6,29.1,13.7,True
116.0,30.0,5.9,True
23.3,35.0,27.8,False
146.0,22.3,28.8,False
19.6,22.9,22.8,False
22.3,28.2,19.1,False
11.1,38.8,24.3,True
52.2,34.8,8.7,True
4.9,21.4,25.4,True
95.5,33.4,21.8,False
6.7,30.5,17.9,True
78.6,28.1,5.8,True
49.0,36.6,29.7,False
17.8,33.0,12.6,True
72.8,34.2,15.5,True
75.8,38.6,27.4,True
32.0,35.0,27.5,True
143.0,26.5,7.5,False
146.7,37.3,23.3,False
45.0,24.3,14.8,False
47.0,31.9,14.0,True
54.6,26.1,15.7,False
96.7,22.9,10.2,True
121.2,38.4,17.5,True
56.2,37.8,0.4,False
70.1,29.8,11.0,False
19.4,36.0,11.9,False
7.7,36.4,10.0,True
15.2,22.7,8.9,False
6.2,23.6,0.2,True
110.4,37.4,22.2,True
58.6,31.0,8.6,True
101.5,26.6,16.3,True
102.2,28.7,8.5,True
25.4,26.6,24.6,False
124.2,24.0,0.6,True
115.2,28.6,1.5,True
121.3,33.6,12.5,False
137.4,36.1,16.1,False
85.6,23.9,22.4,False
68.3,31.8,28.1,True
123.3,37.1,14.3,False
67.1,29.9,12.0,True
129.7,33.7,4.2,False
28.8,34.9,7.9,False
83.3,33.8,25.6,True
86.1,25.5,6.6,True
53.1,37.5,29.4,True
24.5,22.1,17.1,False
111.2,33.6,10.2,False
88.6,23.6,3.6,True
63.0,37.6,2.5,True
142.6,22.8,7.7,True
114.1,27.1,4.4,False
3.5,30.6,20.5,True
147.7,30.6,9.6,False
33.7,31.5,15.6,False
75.8,20.2,19.0,True
127.2,23.9,0.7,True
120.4,20.1,23.3,True
89.3,20.3,1.2,False
114.2,23.0,3.6,True
123.2,23.6,1.0,True
85.2,25.0,19.8,False
49.3,36.3,22.3,True
80.8,21.8,13.4,True
17.6,32.7,27.2,False
70.0,38.4,13.7,True
121.5,38.4,0.6,True
149.2,24.9,2.6,True
89.9,29.6,6.4,True
127.5,30.4,9.7,False
115.6,33.8,11.9,True
52.8,30.7,24.6,False
19.3,35.1,5.0,True
69.0,28.4,11.4,False
140.9,38.0,7.3,True
76.0,27.6,8.6,False
31.7,22.7,27.5,False
103.2,30.7,16.7,True
68.3,24.6,11.8,False
53.5,26.7,1.2,False
45.7,24.1,5.5,False
65.8,35.6,21.1,True
3.4,39.6,21.4,False
25.6,34.6,12.6,False
62.9,33.7,2.0,True
66.9,34.0,8.4,False
57.5,28.1,14.5,False
81.2,30.1,22.9,True
16.1,24.0,16.7,True
83.3,38.2,13.7,False
100.7,29.5,23.1,True
23.2,35.0,13.6,False
97.3,39.3,19.0,False
72.0,21.5,13.1,True
31.1,38.6,21.9,False
102.3,22.2,5.3,False
116.1,29.0,7.8,True
126.5,23.3,6.2,False
10.9,38.5,7.5,True
57.0,35.6,24.4,True
107.4,36.2,7.1,False
108.2,22.6,15.9,True
49.2,36.5,22.4,False
99.8,21.3,19.9,False
58.1,39.2,12.8,True
33.8,33.1,13.5,False
124.6,36.3,2.2,True
94.7,27.5,1.2,False
122.1,39.8,4.5,False
124.8,21.8,21.4,False
30.6,31.8,17.0,False
81.4,38.3,9.8,False
17.7,24.1,12.4,False
117.0,27.6,4.9,True
99.8,36.1,2.1,True
67.7,20.0,8.9,False
3.9,21.3,16.8,False
92.6,32.2,17.2,True
125.8,38.8,17.3,True
5.6,26.5,6.3,False
21.5,36.5,18.4,True
81.7,20.4,29.0,False
144.7,29.2,1.0,False
139.3,38.5,19.2,True
40.3,35.1,29.1,False
73.5,21.5,15.7,False
50.6,30.3,23.3,True
128.3,37.2,7.9,True
64.3,36.6,25.6,True
12.4,29.2,4.8,False
61.0,34.4,17.8,False
122.3,36.6,23.6,False
38.9,34.7,1.3,True
10.7,26.8,12.1,False
23.5,35.8,28.6,True
97.4,22.2,15.1,True
127.0,21.5,14.1,False
112.3,29.8,10.9,True
140.0,32.9,25.6,True
53.3,24.8,15.8,False
79.3,23.1,23.0,False
59.7,20.8,26.1,False
70.5,27.6,13.8,True
119.0,37.1,26.2,False
128.1,31.9,27.3,False
140.7,27.6,26.7,True
110.8,21.5,19.7,True
111.5,23.5,28.6,True
0.7,39.6,26.0,False
41.1,32.6,18.6,False
81.1,25.2,7.3,False
17.2,38.3,15.1,False
5.0,38.3,0.7,False
31.5,34.1,4.3,False
83.9,37.9,29.4,True
74.8,38.0,1.0,False
143.3,27.6,4.6,False
26.9,37.6,3.7,False
20.1,33.0,23.5,True
4.5,32.6,0.5,False
68.6,36.1,28.8,False
86.2,29.1,8.2,True
56.1,29.4,9.8,True
118.3,30.5,14.7,True
101.3,36.5,14.2,False
10.9,27.4,19.7,True
31.4,37.1,9.7,False
100.6,20.1,17.9,False
65.5,38.3,0.1,False
94.7,21.8,11.1,False
93.9,29.5,7.6,False
125.1,29.8,1.0,False
57.1,31.7,3.4,True
14.2,30.8,29.7,False
32.0,25.3,24.9,True
148.0,28.0,10.8,True
72.6,34.2,2.0,False
45.7,24.7,15.0,True
115.6,24.1,20.4,True
135.7,22.6,20.3,False
74.5,21.3,2.8,False
86.5,23.5,17.8,True
120.5,24.7,2.2,False
2.7,26.1,17.9,False
115.0,35.2,27.2,False
92.6,26.8,6.0,True
107.7,38.8,13.6,True
124.5,23.6,15.9,False
108.8,36.5,7.8,True
75.0,32.8,17.0,True
46.8,35.0,13.7,True
149.7,23.9,29.2,False
94.4,39.0,2.7,True
120.7,37.1,29.2,False
85.3,35.8,29.0,False
125.5,25.6,7.4,False
133.3,37.3,17.3,False
68.5,30.2,13.4,True
2.8,30.1,23.1,True
23.3,24.4,26.6,False
18.6,26.2,27.0,False
47.1,39.3,20.2,True
96.2,39.8,14.0,True
148.4,21.5,9.1,False
134.8,34.0,21.4,True
115.3,34.8,8.5,False
119.5,33.9,29.1,True
21.5,24.7,26.4,False
67.2,26.1,6.1,True
11.1,30.3,18.1,True
93.6,33.5,20.5,False
85.8,21.3,28.1,True
56.3,30.7,13.0,True
48.6,32.3,17.3,False
81.7,39.9,25.8,True
56.3,32.7,19.0,False
46.0,25.2,5.3,True
92.2,39.8,22.3,False
55.4,21.6,9.1,False
0.4,31.0,0.7,False
98.0,25.5,20.7,False
148.2,28.2,12.5,False
129.4,22.7,10.0,False
46.0,37.5,29.1,False
19.7,28.0,2.1,False
44.9,33.0,26.3,False
93.2,29.6,0.3,True
105.7,33.6,18.6,True
90.1,31.5,19.7,True
111.5,37.2,16.9,True
104.3,28.4,8.1,True
30.0,28.4,16.9,True
93.9,25.6,16.7,False
71.4,33.1,7.6,False
105.9,20.1,4.0,False
76.2,31.0,1.7,False
19.2,31.8,29.0,False
117.9,27.3,17.0,False
33.1,26.3,9.9,False
81.2,36.7,17.5,True
143.6,38.5,26.9,False
0.4,36.6,20.3,True
16.6,38.8,17.5,True
88.2,22.5,18.1,False
90.3,31.6,14.8,True
32.6,33.0,25.3,True
22.0,30.4,25.0,True
54.8,25.5,13.0,False
81.4,37.4,13.2,False
45.8,33.1,17.2,False
1.3,29.1,14.5,False
50.9,22.7,15.0,True
136.4,39.7,22.9,False
78.3,39.2,22.9,True
73.9,23.8,26.4,False
28.8,39.6,23.9,True
68.0,25.5,11.3,False
39.9,36.5,3.4,True
43.8,33.1,7.7,False
140.9,29.1,3.5,True
144.5,38.3,5.7,False
17.9,37.1,15.3,False
81.3,21.9,20.6,True
112.8,27.9,4.5,True
47.5,23.1,18.1,True
98.5,39.6,0.1,True
44.8,27.2,13.7,False
131.5,39.7,24.9,False
115.2,31.6,16.1,False
128.4,20.4,13.2,True
76.8,39.3,22.6,True
15.5,25.7,4.4,True
74.2,34.7,10.7,False
23.7,37.6,8.9,True
55.7,39.8,4.5,True
48.0,35.5,13.9,True
24.0,35.6,10.1,False
73.8,23.0,23.7,True
129.9,27.8,11.8,True
17.6,34.2,26.4,True
48.0,38.9,4.1,False
29.1,31.8,4.9,False
81.8,26.1,13.2,False
81.4,37.1,15.8,True
47.5,28.9,11.6,False
109.7,27.6,25.4,True
134.0,23.3,23.0,True
101.7,37.5,19.1,False
129.9,30.2,0.6,False
63.6,34.8,4.3,False
80.7,34.2,6.7,True
0.6,37.5,2.8,False
122.0,28.9,29.2,True
76.0,26.6,11.5,False
36.2,29.5,16.0,True
15.0,27.5,18.4,True
62.1,35.8,9.3,True
16.0,23.9,28.1,True
24.9,21.9,24.3,False
110.6,37.1,28.8,False
43.7,26.8,1.4,False
116.6,21.9,28.3,True
144.3,32.3,8.6,True
41.3,39.7,23.4,False
112.9,29.8,17.6,False
71.9,35.0,13.6,True
70.3,29.3,10.8,False
101.3,21.2,7.4,False
116.7,32.2,27.6,True
147.4,20.8,17.1,False
61.1,39.9,22.8,True
27.4,27.8,6.6,True
134.5,21.2,23.5,False
148.1,38.1,17.2,True
15.1,24.5,26.6,True
37.5,38.4,17.1,True
113.2,38.1,11.4,False
45.2,39.2,28.8,True
88.6,29.3,20.5,True
138.1,36.1,5.8,False
120.2,33.8,5.3,False
149.1,23.8,0.3,False
20.1,30.6,4.3,True
22.4,28.3,29.6,True
113.1,32.6,1.7,True
34.4,25.0,19.6,False
75.5,39.5,10.1,False
70.3,30.9,9.0,False
69.4,27.6,25.6,False
83.9,24.2,29.1,False
19.5,39.5,10.0,True
9.2,23.4,19.8,False
110.6,30.1,5.0,False
39.9,29.8,1.4,True
0.4,21.5,19.0,False
37.3,28.8,0.0,False
86.2,35.1,18.0,True
35.7,28.6,27.5,False
139.3,34.1,6.5,True
83.8,21.1,29.9,False
131.4,36.7,16.6,True
56.3,31.5,19.2,False
19.4,20.2,16.9,True
38.4,37.1,12.0,True
71.2,36.2,16.9,False
48.8,32.3,15.2,False
148.8,28.5,18.9,True
144.3,33.0,23.8,True
115.3,30.9,18.1,False
11.2,28.7,21.0,False
91.6,37.7,17.7,False
18.7,27.0,0.8,True
80.7,34.6,15.9,False
42.4,37.9,19.5,False
137.0,32.2,29.4,True
127.1,33.1,17.6,True
74.3,35.3,3.8,True
20.3,30.4,26.4,False
99.9,33.4,26.3,True
135.5,28.2,18.4,False
74.2,28.5,1.0,False
92.7,28.8,20.4,False
65.1,23.2,29.2,False
87.3,25.2,23.5,True
105.3,25.5,28.7,False
77.3,22.1,22.0,False
81.6,22.9,29.4,True
41.8,36.7,12.4,False
41.1,26.0,29.3,False
98.5,22.5,3.9,True
30.7,29.3,10.7,True
60.5,38.9,29.1,True
125.2,29.7,17.3,True
38.9,27.0,3.0,True
